StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,STRAHNET_TYPE_VN,STRAHNET_TYPE_VT,STRAHNET_TYPE_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,02100810000SB,0.0,26.0,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,26.0,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,02100810000NB,0.0,26.0,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,26.0,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,04100790000NB,44.6,83.15,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,38.55,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,04100790000SB,44.6,83.15,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,38.55,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,06100640000WB,5.87,31.77,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,25.9,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,06100640000EB,5.87,31.77,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,25.9,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,10100770016SB,52.58,67.21,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.63,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,11100790000NB,83.15,83.55,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.4,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,09200500000EB,0.0,18.87,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.87,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,09200500000WB,0.0,18.87,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.87,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,13100640000WB,147.6,184.02,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,36.42,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,10100770016NB,52.58,67.21,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.63,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,13100640000EB,147.6,184.02,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,36.42,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,08100790000NB,36.0,44.6,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,8.6,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,11100790000SB,83.15,83.55,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.4,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,08100790000SB,36.0,44.6,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,8.6,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,17200500000WB,0.0,18.25,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.25,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,17100790000NB,106.42,129.22,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,22.8,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,21100790000SB,83.55,106.42,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,22.87,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100770016SB,67.21,95.34,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,28.13,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100770000NB,95.34,117.5,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,22.16,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100640006EB,0.0,0.3,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.3,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,17200500000EB,0.0,18.25,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.25,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,18100770000NB,117.5,156.99,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,39.49,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100790000SB,0.0,21.28,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,21.28,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,25100790000SB,129.22,142.37,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,13.15,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,18100770000SB,117.5,156.99,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,39.49,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,17100790000SB,106.42,129.22,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,22.8,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100790000NB,0.0,21.28,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,21.28,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,25100790000NB,129.22,142.37,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,13.15,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100770000SB,95.34,117.5,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,22.16,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100770016NB,67.21,95.34,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,28.13,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100640000WB,45.39,58.78,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,13.39,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,21100790000NB,83.55,106.42,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,22.87,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100770005SB,0.0,0.67,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.67,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,20100640000EB,45.39,58.78,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,13.39,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,35100700000EB,0.0,14.45,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.45,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,44100790000NB,21.28,36.0,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.72,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,31100680006EB,0.0,0.89,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.89,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,40100640000WB,31.77,45.39,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,13.62,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,31100680004NB,0.0,0.84,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.84,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,44100790000SB,21.28,36.0,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.72,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,43200500000EB,0.0,20.95,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,20.95,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,31100680000EB,0.0,14.66,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.66,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,50100640000EB,0.0,5.87,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,5.87,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,31100680005SB,0.0,1.14,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,1.14,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,41100640000WB,120.1,138.01,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,17.91,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,35104700000EB,0.0,3.94,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,3.94,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,41100770016SB,27.26,52.58,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,25.32,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,45100640000EB,138.01,147.6,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,9.59,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,40100640000EB,31.77,45.39,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,13.62,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,28100770000NB,0.0,8.98,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,8.98,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,41100640007WB,0.0,0.45,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.45,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,28100770000SB,0.0,8.98,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,8.98,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,41100640017WB,0.0,0.82,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.82,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,41100640000EB,117.93,138.01,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,20.08,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,45100640000WB,138.01,147.6,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,9.59,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,39100680000WB,14.66,32.06,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,17.4,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,31100790000NB,142.37,160.52,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.15,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,43200500000WB,0.0,20.95,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,20.95,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,41100770016NB,27.26,52.58,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,25.32,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,35100700000WB,0.0,14.45,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.45,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,31100680000WB,0.0,14.66,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,14.66,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,39100680018WB,0.0,0.676,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.676,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,50100640000WB,0.0,5.87,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,5.87,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,35104700000WB,0.0,3.94,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,3.94,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,31100790000SB,142.37,160.52,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.15,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,28100770016SB,8.98,27.26,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.28,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,28100770016NB,8.98,27.26,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,18.28,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,39100680000EB,14.66,32.06,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,17.4,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,41100770004NB,0.0,0.43,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,0.43,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,54100770000NB,156.99,187.21,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,30.22,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
54,54100770000SB,156.99,187.21,STRAHNET_TYPE,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:23:49 PM,12/31/9999 12:00:00 AM,30.22,79186a96-ebdf-4f0d-9a8c-91cf6a0bb3cf,,
