BeginDate|StateID|Metadata_Type|FSystem|IsUrban|IsStateOwned|ValueNumeric
12/31/2021|54|IRI_Report_Interval|1|N|N|528
12/31/2021|54|IRI_Report_Interval|1|N|Y|528
12/31/2021|54|IRI_Report_Interval|1|Y|N|528
12/31/2021|54|IRI_Report_Interval|1|Y|Y|528
12/31/2021|54|IRI_Report_Interval|2|N|Y|528
12/31/2021|54|IRI_Report_Interval|2|Y|Y|528
12/31/2021|54|IRI_Report_Interval|3|N|Y|528
12/31/2021|54|IRI_Report_Interval|3|Y|Y|528
12/31/2021|54|IRI_Report_Interval|3|Y|N|528
12/31/2021|54|IRI_Report_Interval|4|N|Y|528
12/31/2021|54|IRI_Report_Interval|4|Y|Y|528
12/31/2021|54|IRI_Report_Interval|4|Y|N|528
12/31/2021|54|IRI_Report_Interval|5|N|N|528
12/31/2021|54|IRI_Report_Interval|5|Y|N|528
12/31/2021|54|IRI_Report_Interval|5|N|Y|528
12/31/2021|54|IRI_Report_Interval|5|Y|Y|528
12/31/2021|54|IRI_Report_Interval|6|N|Y|528
12/31/2021|54|IRI_Report_Interval|6|Y|Y|528
12/31/2021|54|IRI_Report_Interval|6|N|N|528
12/31/2021|54|IRI_Report_Interval|7|N|Y|528
12/31/2021|54|IRI_Report_Interval|7|Y|Y|528
12/31/2021|54|Cracking_Method|1|N|N|5
12/31/2021|54|Cracking_Method|1|N|Y|5
12/31/2021|54|Cracking_Method|1|Y|N|5
12/31/2021|54|Cracking_Method|1|Y|Y|5
12/31/2021|54|Cracking_Method|2|N|Y|5
12/31/2021|54|Cracking_Method|2|Y|Y|5
12/31/2021|54|Cracking_Method|3|N|Y|5
12/31/2021|54|Cracking_Method|3|Y|Y|5
12/31/2021|54|Cracking_Method|3|Y|N|5
12/31/2021|54|Cracking_Method|4|N|Y|5
12/31/2021|54|Cracking_Method|4|Y|N|5
12/31/2021|54|Cracking_Method|4|Y|Y|5
12/31/2021|54|Cracking_Method|5|N|Y|5
12/31/2021|54|Cracking_Method|5|Y|Y|5
12/31/2021|54|Cracking_Method|5|Y|N|5
12/31/2021|54|Cracking_Method|5|N|N|5
12/31/2021|54|Cracking_Method|6|N|N|5
12/31/2021|54|Cracking_Method|6|N|Y|5
12/31/2021|54|Cracking_Method|6|Y|Y|5
12/31/2021|54|Cracking_Method|7|N|Y|5
12/31/2021|54|Cracking_Method|7|Y|Y|5
12/31/2021|54|Cracking_Pct_Equip|1|N|Y|5Cracking results from LCMS and manual review
12/31/2021|54|Cracking_Pct_Equip|1|Y|Y|5
12/31/2021|54|Cracking_Pct_Equip|1|N|N|5
12/31/2021|54|Cracking_Pct_Equip|1|Y|N|5
12/31/2021|54|Cracking_Pct_Equip|2|N|Y|5
12/31/2021|54|Cracking_Pct_Equip|2|Y|Y|5
12/31/2021|54|Cracking_Pct_Equip|3|N|Y|5
12/31/2021|54|Cracking_Pct_Equip|3|Y|Y|5
12/31/2021|54|Cracking_Pct_Equip|3|Y|N|5
12/31/2021|54|Cracking_Pct_Equip|4|N|Y|5
12/31/2021|54|Cracking_Pct_Equip|4|Y|Y|5
12/31/2021|54|Cracking_Pct_Equip|4|Y|N|5
12/31/2021|54|Cracking_Pct_Equip|5|Y|N|5
12/31/2021|54|Cracking_Pct_Equip|5|N|N|5
12/31/2021|54|Cracking_Pct_Equip|5|N|Y|5
12/31/2021|54|Cracking_Pct_Equip|5|Y|Y|5
12/31/2021|54|Cracking_Pct_Equip|6|N|N|5
12/31/2021|54|Cracking_Pct_Equip|6|N|Y|5
12/31/2021|54|Cracking_Pct_Equip|6|Y|Y|5
12/31/2021|54|Cracking_Pct_Equip|7|N|Y|5
12/31/2021|54|Cracking_Pct_Equip|7|Y|Y|5
12/31/2021|54|Faulting_Equipment_Type|1|N|N|3
12/31/2021|54|Faulting_Equipment_Type|1|Y|N|3
12/31/2021|54|Faulting_Equipment_Type|1|N|Y|3
12/31/2021|54|Faulting_Equipment_Type|1|Y|Y|3
12/31/2021|54|Faulting_Equipment_Type|2|N|Y|3
12/31/2021|54|Faulting_Equipment_Type|2|Y|Y|3
12/31/2021|54|Faulting_Equipment_Type|3|N|Y|3
12/31/2021|54|Faulting_Equipment_Type|3|Y|Y|3
12/31/2021|54|Faulting_Equipment_Type|3|Y|N|3
12/31/2021|54|Faulting_Equipment_Type|4|N|Y|3
12/31/2021|54|Faulting_Equipment_Type|4|Y|Y|3
12/31/2021|54|Faulting_Equipment_Type|4|Y|N|3
12/31/2021|54|Faulting_Equipment_Type|5|N|Y|3
12/31/2021|54|Faulting_Equipment_Type|5|Y|Y|3
12/31/2021|54|Faulting_Equipment_Type|5|Y|N|3
12/31/2021|54|Faulting_Equipment_Type|5|N|N|3
12/31/2021|54|Faulting_Equipment_Type|6|N|N|3
12/31/2021|54|Faulting_Equipment_Type|6|N|Y|3
12/31/2021|54|Faulting_Equipment_Type|6|Y|Y|3
12/31/2021|54|Faulting_Equipment_Type|7|N|Y|3
12/31/2021|54|Faulting_Equipment_Type|7|Y|Y|3
12/31/2021|54|Faulting_Interval|1|N|Y|0.2The sampling interval on the LCMS is 4mm or 0.2 inches
12/31/2021|54|Faulting_Interval|1|Y|Y|0.2
12/31/2021|54|Faulting_Interval|1|N|N|0.2
12/31/2021|54|Faulting_Interval|1|Y|N|0.2
12/31/2021|54|Faulting_Interval|2|N|Y|0.2
12/31/2021|54|Faulting_Interval|2|Y|Y|0.2
12/31/2021|54|Faulting_Interval|3|N|Y|0.2
12/31/2021|54|Faulting_Interval|3|Y|Y|0.2
12/31/2021|54|Faulting_Interval|3|Y|N|0.2
12/31/2021|54|Faulting_Interval|4|N|Y|0.2
12/31/2021|54|Faulting_Interval|4|Y|Y|0.2
12/31/2021|54|Faulting_Interval|4|Y|N|0.2
12/31/2021|54|Faulting_Interval|5|N|N|0.2
12/31/2021|54|Faulting_Interval|5|Y|N|0.2
12/31/2021|54|Faulting_Interval|5|N|Y|0.2
12/31/2021|54|Faulting_Interval|5|Y|Y|0.2
12/31/2021|54|Faulting_Interval|6|N|N|0.2
12/31/2021|54|Faulting_Interval|6|N|Y|0.2
12/31/2021|54|Faulting_Interval|6|Y|Y|0.2
12/31/2021|54|Faulting_Interval|7|N|Y|0.2
12/31/2021|54|Faulting_Interval|7|Y|Y|0.2
12/31/2021|54|Faulting_Method|1|N|Y|2
12/31/2021|54|Faulting_Method|1|N|N|2
12/31/2021|54|Faulting_Method|1|Y|N|2
12/31/2021|54|Faulting_Method|1|Y|Y|2
12/31/2021|54|Faulting_Method|2|N|Y|2
12/31/2021|54|Faulting_Method|2|Y|Y|2
12/31/2021|54|Faulting_Method|3|N|Y|2
12/31/2021|54|Faulting_Method|3|Y|Y|2
12/31/2021|54|Faulting_Method|3|Y|N|2
12/31/2021|54|Faulting_Method|4|N|Y|2
12/31/2021|54|Faulting_Method|4|Y|Y|2
12/31/2021|54|Faulting_Method|4|Y|N|2
12/31/2021|54|Faulting_Method|5|Y|N|2
12/31/2021|54|Faulting_Method|5|N|N|2
12/31/2021|54|Faulting_Method|5|N|Y|2
12/31/2021|54|Faulting_Method|5|Y|Y|2
12/31/2021|54|Faulting_Method|6|N|N|2
12/31/2021|54|Faulting_Method|6|N|Y|2
12/31/2021|54|Faulting_Method|6|Y|Y|2
12/31/2021|54|Faulting_Method|7|N|Y|2
12/31/2021|54|Faulting_Method|7|Y|Y|2
12/31/2021|54|IRI_Equip_Type|1|N|Y|2Equipment is a laser profiler
12/31/2021|54|IRI_Equip_Type|1|Y|Y|2
12/31/2021|54|IRI_Equip_Type|1|N|N|2
12/31/2021|54|IRI_Equip_Type|1|Y|N|2
12/31/2021|54|IRI_Equip_Type|2|N|Y|2
12/31/2021|54|IRI_Equip_Type|2|Y|Y|2
12/31/2021|54|IRI_Equip_Type|2|N|Y|2
12/31/2021|54|IRI_Equip_Type|2|Y|Y|2
12/31/2021|54|IRI_Equip_Type|2|Y|N|2
12/31/2021|54|IRI_Equip_Type|4|N|Y|2
12/31/2021|54|IRI_Equip_Type|4|Y|Y|2
12/31/2021|54|IRI_Equip_Type|4|Y|N|2
12/31/2021|54|IRI_Equip_Type|5|N|N|2
12/31/2021|54|IRI_Equip_Type|5|Y|N|2
12/31/2021|54|IRI_Equip_Type|5|N|Y|2
12/31/2021|54|IRI_Equip_Type|5|Y|Y|2
12/31/2021|54|IRI_Equip_Type|6|N|N|2
12/31/2021|54|IRI_Equip_Type|6|N|Y|2
12/31/2021|54|IRI_Equip_Type|6|Y|Y|2
12/31/2021|54|IRI_Equip_Type|7|N|Y|2
12/31/2021|54|IRI_Equip_Type|7|Y|Y|2
12/31/2021|53|Rutting_Equip_Type|1|N|Y|3Equipment is LCMS
12/31/2021|53|Rutting_Equip_Type|1|Y|Y|3
12/31/2021|53|Rutting_Equip_Type|1|N|N|3
12/31/2021|53|Rutting_Equip_Type|1|Y|N|3
12/31/2021|53|Rutting_Equip_Type|2|N|Y|3
12/31/2021|53|Rutting_Equip_Type|2|Y|Y|3
12/31/2021|53|Rutting_Equip_Type|3|N|Y|3
12/31/2021|53|Rutting_Equip_Type|3|Y|Y|3
12/31/2021|53|Rutting_Equip_Type|3|Y|N|3
12/31/2021|53|Rutting_Equip_Type|3|N|Y|3
12/31/2021|53|Rutting_Equip_Type|3|Y|Y|3
12/31/2021|53|Rutting_Equip_Type|3|Y|N|3
12/31/2021|53|Rutting_Equip_Type|5|Y|N|3
12/31/2021|53|Rutting_Equip_Type|5|N|N|3
12/31/2021|53|Rutting_Equip_Type|5|N|Y|3
12/31/2021|53|Rutting_Equip_Type|5|Y|Y|3
12/31/2021|53|Rutting_Equip_Type|6|N|N|3
12/31/2021|53|Rutting_Equip_Type|6|N|Y|3
12/31/2021|53|Rutting_Equip_Type|6|Y|Y|3
12/31/2021|53|Rutting_Equip_Type|7|N|Y|3
12/31/2021|53|Rutting_Equip_Type|7|Y|Y|3
12/31/2021|54|Rutting_Interval|1|N|Y|1Rut sampling interval is 1 foot.
12/31/2021|54|Rutting_Interval|1|Y|Y|1
12/31/2021|54|Rutting_Interval|1|N|N|1
12/31/2021|54|Rutting_Interval|1|Y|N|1
12/31/2021|54|Rutting_Interval|2|N|Y|1
12/31/2021|54|Rutting_Interval|2|Y|Y|1
12/31/2021|54|Rutting_Interval|3|N|Y|1
12/31/2021|54|Rutting_Interval|3|Y|Y|1
12/31/2021|54|Rutting_Interval|3|Y|N|1
12/31/2021|54|Rutting_Interval|4|N|Y|1
12/31/2021|54|Rutting_Interval|4|Y|Y|1
12/31/2021|54|Rutting_Interval|4|Y|N|1
12/31/2021|54|Rutting_Interval|5|N|N|1
12/31/2021|54|Rutting_Interval|5|Y|N|1
12/31/2021|54|Rutting_Interval|5|N|Y|1
12/31/2021|54|Rutting_Interval|5|Y|Y|1
12/31/2021|54|Rutting_Interval|6|N|Y|1
12/31/2021|54|Rutting_Interval|6|Y|Y|1
12/31/2021|54|Rutting_Interval|7|N|Y|1
12/31/2021|54|Rutting_Interval|7|Y|Y|1
12/31/2021|54|Rutting_Method|1|N|Y|2
12/31/2021|54|Rutting_Method|1|Y|Y|2
12/31/2021|54|Rutting_Method|1|N|N|2
12/31/2021|54|Rutting_Method|1|Y|N|2
12/31/2021|54|Rutting_Method|2|N|Y|2
12/31/2021|54|Rutting_Method|2|Y|Y|2
12/31/2021|54|Rutting_Method|3|N|Y|2
12/31/2021|54|Rutting_Method|3|Y|Y|2
12/31/2021|54|Rutting_Method|3|Y|N|2
12/31/2021|54|Rutting_Method|4|N|Y|2
12/31/2021|54|Rutting_Method|4|Y|Y|2
12/31/2021|54|Rutting_Method|4|Y|N|2
12/31/2021|54|Rutting_Method|5|N|Y|2
12/31/2021|54|Rutting_Method|5|Y|Y|2
12/31/2021|54|Rutting_Method|5|Y|N|2
12/31/2021|54|Rutting_Method|5|N|N|2
12/31/2021|54|Rutting_Method|6|N|Y|2
12/31/2021|54|Rutting_Method|6|N|N|2
12/31/2021|54|Rutting_Method|6|Y|Y|2
12/31/2021|54|Rutting_Method|7|N|Y|2
12/31/2021|54|Rutting_Method|7|Y|Y|2
12/31/2021|54|Rutting_Num_Sensors|1|N|Y|4
12/31/2021|54|Rutting_Num_Sensors|1|Y|Y|4
12/31/2021|54|Rutting_Num_Sensors|1|N|N|4
12/31/2021|54|Rutting_Num_Sensors|1|Y|N|4
12/31/2021|54|Rutting_Num_Sensors|2|N|Y|4
12/31/2021|54|Rutting_Num_Sensors|2|Y|Y|4
12/31/2021|54|Rutting_Num_Sensors|3|N|Y|4
12/31/2021|54|Rutting_Num_Sensors|3|Y|Y|4
12/31/2021|54|Rutting_Num_Sensors|3|Y|N|4
12/31/2021|54|Rutting_Num_Sensors|4|Y|N|4
12/31/2021|54|Rutting_Num_Sensors|4|N|Y|4
12/31/2021|54|Rutting_Num_Sensors|4|Y|Y|4
12/31/2021|54|Rutting_Num_Sensors|5|N|Y|4
12/31/2021|54|Rutting_Num_Sensors|5|Y|Y|4
12/31/2021|54|Rutting_Num_Sensors|5|Y|N|4
12/31/2021|54|Rutting_Num_Sensors|5|N|N|4
12/31/2021|54|Rutting_Num_Sensors|6|N|Y|4
12/31/2021|54|Rutting_Num_Sensors|6|Y|Y|4
12/31/2021|54|Rutting_Num_Sensors|6|N|N|4
12/31/2021|54|Rutting_Num_Sensors|7|N|Y|4
12/31/2021|54|Rutting_Num_Sensors|7|Y|Y|4
12/31/2021|54|Ramp_Termini_Desc|1|N|Y|3
12/31/2021|54|Ramp_Termini_Desc|1|Y|Y|3
12/31/2021|54|Ramp_Termini_Desc|1|N|N|3
12/31/2021|54|Ramp_Termini_Desc|1|Y|N|3
12/31/2021|54|Ramp_Termini_Desc|2|N|Y|3
12/31/2021|54|Ramp_Termini_Desc|2|Y|Y|3
12/31/2021|54|Ramp_Termini_Desc|3|N|Y|3
12/31/2021|54|Ramp_Termini_Desc|3|Y|Y|3
12/31/2021|54|Ramp_Termini_Desc|3|Y|N|3
12/31/2021|54|Ramp_Termini_Desc|4|N|Y|3
12/31/2021|54|Ramp_Termini_Desc|4|Y|Y|3
12/31/2021|54|Ramp_Termini_Desc|4|Y|N|3
12/31/2021|54|Ramp_Termini_Desc|5|N|Y|3
12/31/2021|54|Ramp_Termini_Desc|5|Y|Y|3
12/31/2021|54|Ramp_Termini_Desc|5|N|N|3
12/31/2021|54|Ramp_Termini_Desc|5|Y|N|3
12/31/2021|54|Ramp_Termini_Desc|6|N|Y|3
12/31/2021|54|Ramp_Termini_Desc|6|Y|Y|3
12/31/2021|54|Ramp_Termini_Desc|6|N|N|3
12/31/2021|54|Ramp_Termini_Desc|7|N|Y|3
12/31/2021|54|Ramp_Termini_Desc|7|Y|Y|3
12/31/2021|54|Pave_Rep_Method|1|N|Y|2
12/31/2021|54|Pave_Rep_Method|1|Y|Y|2
12/31/2021|54|Pave_Rep_Method|1|N|N|2
12/31/2021|54|Pave_Rep_Method|1|Y|N|2
12/31/2021|54|Pave_Rep_Method|2|N|Y|1
12/31/2021|54|Pave_Rep_Method|2|Y|Y|1
12/31/2021|54|Pave_Rep_Method|3|N|Y|1
12/31/2021|54|Pave_Rep_Method|3|Y|Y|1
12/31/2021|54|Pave_Rep_Method|3|Y|N|1
12/31/2021|54|Pave_Rep_Method|4|N|Y|1
12/31/2021|54|Pave_Rep_Method|4|Y|Y|1
12/31/2021|54|Pave_Rep_Method|4|Y|N|1
12/31/2021|54|Pave_Rep_Method|5|N|Y|1
12/31/2021|54|Pave_Rep_Method|5|Y|Y|1
12/31/2021|54|Pave_Rep_Method|5|N|N|1
12/31/2021|54|Pave_Rep_Method|5|Y|N|1
12/31/2021|54|Pave_Rep_Method|6|N|Y|1
12/31/2021|54|Pave_Rep_Method|6|Y|Y|1
12/31/2021|54|Pave_Rep_Method|6|N|N|1
12/31/2021|54|Pave_Rep_Method|7|N|Y|1
12/31/2021|54|Pave_Rep_Method|7|Y|Y|1
12/31/2021|51|IRI_Sample_Interval|1|N|N|1IRI sample interval is 1 inch.
12/31/2021|51|IRI_Sample_Interval|1|N|Y|1
12/31/2021|51|IRI_Sample_Interval|1|Y|N|1
12/31/2021|51|IRI_Sample_Interval|1|Y|Y|1
12/31/2021|51|IRI_Sample_Interval|2|N|Y|1
12/31/2021|51|IRI_Sample_Interval|2|Y|Y|1
12/31/2021|51|IRI_Sample_Interval|3|N|Y|1
12/31/2021|51|IRI_Sample_Interval|3|Y|Y|1
12/31/2021|51|IRI_Sample_Interval|3|Y|N|1
12/31/2021|51|IRI_Sample_Interval|1|N|Y|1
12/31/2021|51|IRI_Sample_Interval|1|Y|Y|1
12/31/2021|51|IRI_Sample_Interval|1|Y|N|1
12/31/2021|51|IRI_Sample_Interval|5|N|N|1
12/31/2021|51|IRI_Sample_Interval|5|Y|N|1
12/31/2021|51|IRI_Sample_Interval|5|N|Y|1
12/31/2021|51|IRI_Sample_Interval|5|Y|Y|1
12/31/2021|51|IRI_Sample_Interval|6|N|Y|1
12/31/2021|51|IRI_Sample_Interval|6|Y|Y|1
12/31/2021|51|IRI_Sample_Interval|6|N|N|1
12/31/2021|51|IRI_Sample_Interval|7|N|Y|1
12/31/2021|51|IRI_Sample_Interval|7|Y|Y|1
12/31/2021|54|Rutt_Trans_Prof_Interval|1|N|N|0.1LCMS transverse profile interval is 1 mm or  0.039 inches
12/31/2021|54|Rutt_Trans_Prof_Interval|1|N|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|1|Y|N|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|1|Y|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|2|N|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|2|Y|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|3|N|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|3|Y|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|3|Y|N|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|4|N|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|4|Y|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|4|Y|N|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|5|N|N|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|5|Y|N|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|5|N|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|5|Y|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|6|N|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|6|Y|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|6|N|N|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|7|N|Y|0.1
12/31/2021|54|Rutt_Trans_Prof_Interval|7|Y|Y|0.1
