BeginDate|StateID|RouteID|BeginPoint|EndPoint|DataItem|Value_Numeric|Value_Text|Value_Date|Comments
12/31/2021|54|02100810000NB|0.0|1.39|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|1.39|6.27|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|6.27|11.63|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|11.63|13.54|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|13.54|14.26|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|14.26|15.22|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|15.22|15.62|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|15.62|15.95|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|15.95|16.23|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|16.23|17.3|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|17.3|18.13|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|18.13|20.37|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|20.37|23.0|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|23.0|23.46|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|23.46|24.53|TURN_LANES_L|1|||
12/31/2021|54|02100810000NB|24.53|26.0|TURN_LANES_L|1|||
12/31/2021|54|0230009000000|10.52|10.532|TURN_LANES_L|3|||
12/31/2021|54|0230009000000|10.532|10.84|TURN_LANES_L|3|||
12/31/2021|54|0230009000000|10.84|10.893|TURN_LANES_L|3|||
12/31/2021|54|0230009000000|10.893|11.15|TURN_LANES_L|5|||
12/31/2021|54|0230009000000|15.57|15.79|TURN_LANES_L|4|||
12/31/2021|54|0230009000000|15.79|16.09|TURN_LANES_L|4|||
12/31/2021|54|0230009000000|17.07|17.48|TURN_LANES_L|4|||
12/31/2021|54|0230009000000|18.18|20.16|TURN_LANES_L|4|||
12/31/2021|54|0230045000000|14.85|15.31|TURN_LANES_L|1|||
12/31/2021|54|05200220000EB|3.17|3.35|TURN_LANES_L|1|||
12/31/2021|54|05200220000EB|3.35|3.45|TURN_LANES_L|1|||
12/31/2021|54|05200220000EB|3.45|4.73|TURN_LANES_L|1|||
12/31/2021|54|05200220000EB|4.73|5.19|TURN_LANES_L|1|||
12/31/2021|54|05200220000EB|5.19|5.89|TURN_LANES_L|1|||
12/31/2021|54|05300020005SB|0.0|0.34|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|5.87|6.47|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|6.47|6.74|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|6.74|7.26|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|7.26|7.72|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|7.72|8.19|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|8.19|9.22|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|9.22|9.52|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|11.02|11.37|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|11.37|14.53|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|14.57|17.68|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|17.68|18.08|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|18.08|18.49|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|18.49|19.32|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|19.32|19.71|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|19.71|20.19|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|20.19|21.04|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|21.04|21.16|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|21.16|21.75|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|21.75|22.39|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|22.39|27.11|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|27.11|27.55|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|27.55|28.67|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|28.67|29.44|TURN_LANES_L|1|||
12/31/2021|54|06100640000EB|29.44|31.77|TURN_LANES_L|1|||
12/31/2021|54|06200520000EB|0.01|0.33|TURN_LANES_L|1|||
12/31/2021|54|06200520000EB|0.33|0.45|TURN_LANES_L|1|||
12/31/2021|54|06200520000EB|0.75|1.01|TURN_LANES_L|1|||
12/31/2021|54|06200520004NB|0.0|0.32|TURN_LANES_L|1|||
12/31/2021|54|06200520004NB|0.321|0.46|TURN_LANES_L|1|||
12/31/2021|54|0630010000000|15.69|15.82|TURN_LANES_L|4|||
12/31/2021|54|0630010000000|15.82|16.27|TURN_LANES_L|4|||
12/31/2021|54|10200190000NB|0.0|1.02|TURN_LANES_L|5|||
12/31/2021|54|10200190000NB|2.85|3.82|TURN_LANES_L|2|||
12/31/2021|54|10200190000NB|3.89|6.16|TURN_LANES_L|2|||
12/31/2021|54|10200190000NB|6.16|6.19|TURN_LANES_L|1|||
12/31/2021|54|10200190000NB|6.19|6.66|TURN_LANES_L|1|||
12/31/2021|54|10200190000NB|6.66|8.23|TURN_LANES_L|1|||
12/31/2021|54|10200190000NB|14.64|15.627|TURN_LANES_L|4|||
12/31/2021|54|13100640000EB|168.96|170.09|TURN_LANES_L|1|||
12/31/2021|54|13100640000EB|170.09|170.23|TURN_LANES_L|1|||
12/31/2021|54|15200220000EB|0.0|0.39|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|114.9|115.33|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|115.33|117.17|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|117.17|117.74|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|117.74|119.53|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|119.53|120.72|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|120.72|122.43|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|122.43|122.9|TURN_LANES_L|1|||
12/31/2021|54|17100790000NB|122.9|123.988|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|6.11|7.16|TURN_LANES_L|2|||
12/31/2021|54|17200500000EB|11.38|12.29|TURN_LANES_L|6|||
12/31/2021|54|17200500000EB|12.29|12.88|TURN_LANES_L|4|||
12/31/2021|54|17200500000EB|13.25|13.78|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|13.78|14.03|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|14.03|14.25|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|14.324|14.64|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|14.96|15.31|TURN_LANES_L|5|||
12/31/2021|54|17200500000EB|15.465|15.57|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|15.68|16.24|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|16.27|17.79|TURN_LANES_L|3|||
12/31/2021|54|17200500000EB|17.79|18.0|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|18.0|18.32|TURN_LANES_L|1|||
12/31/2021|54|17200500000EB|18.32|18.45|TURN_LANES_L|3|||
12/31/2021|54|17200500000EB|18.45|18.52|TURN_LANES_L|3|||
12/31/2021|54|19203400000NB|8.56|9.13|TURN_LANES_L|1|||
12/31/2021|54|19203400000NB|9.13|9.55|TURN_LANES_L|4|||
12/31/2021|54|19203400000NB|9.55|10.41|TURN_LANES_L|2|||
12/31/2021|54|19203400000NB|10.41|11.86|TURN_LANES_L|4|||
12/31/2021|54|19203400000NB|11.9|12.047|TURN_LANES_L|4|||
12/31/2021|54|1930009000000|4.97|6.35|TURN_LANES_L|1|||
12/31/2021|54|1930009000000|10.91|11.418|TURN_LANES_L|4|||
12/31/2021|54|20100640000EB|45.39|47.44|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|47.44|48.4|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|48.4|49.75|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|49.75|50.11|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|50.11|51.56|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|51.56|52.38|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|52.38|52.73|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|52.73|53.75|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|53.75|54.37|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|54.37|54.8|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|54.8|55.21|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|55.21|56.33|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|56.33|57.02|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|57.02|57.48|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|57.48|57.92|TURN_LANES_L|1|||
12/31/2021|54|20100640000EB|57.92|58.3|TURN_LANES_L|1|||
12/31/2021|54|20100640006EB|0.0|0.3|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|95.34|95.87|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|95.87|96.15|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|97.22|98.17|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|98.28|99.12|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|99.12|100.07|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|100.07|100.28|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|100.28|100.78|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|100.78|101.08|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|101.65|102.16|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|102.16|102.66|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|102.66|103.69|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|103.69|104.81|TURN_LANES_L|1|||
12/31/2021|54|20100770000NB|104.81|105.002|TURN_LANES_L|1|||
12/31/2021|54|20100770005SB|0.0|0.67|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|83.45|84.42|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|84.42|84.94|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|84.94|86.68|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|86.68|88.52|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|88.52|89.18|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|89.18|89.5|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|89.5|93.31|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|93.31|93.93|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|93.93|94.43|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|94.43|94.69|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|94.69|94.96|TURN_LANES_L|1|||
12/31/2021|54|20100770016NB|94.96|95.34|TURN_LANES_L|1|||
12/31/2021|54|20100770023NB|0.0|1.02|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|0.0|0.81|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|0.81|1.95|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|1.95|2.24|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|2.24|3.51|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|4.51|5.42|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|5.42|5.56|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|5.56|6.12|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|6.82|7.19|TURN_LANES_L|1|||
12/31/2021|54|20100790000NB|7.19|7.476|TURN_LANES_L|1|||
12/31/2021|54|20200600000EB|23.08|23.52|TURN_LANES_L|1|||
12/31/2021|54|20200600000EB|28.43|29.18|TURN_LANES_L|4|||
12/31/2021|54|20201190000NB|11.64|12.9|TURN_LANES_L|4|||
12/31/2021|54|20201190000NB|12.9|14.04|TURN_LANES_L|4|||
12/31/2021|54|20201190000NB|14.22|16.28|TURN_LANES_L|4|||
12/31/2021|54|20201190000NB|16.28|17.16|TURN_LANES_L|4|||
12/31/2021|54|20201190023NB|0.0|0.51|TURN_LANES_L|1|||
12/31/2021|54|20201190023NB|0.7|1.17|TURN_LANES_L|1|||
12/31/2021|54|2030114000000|0.5|1.44|TURN_LANES_L|4|||
12/31/2021|54|2040025470000|0.1|0.36|TURN_LANES_L|1|||
12/31/2021|54|2040025470000|0.36|0.57|TURN_LANES_L|4|||
12/31/2021|54|21100790000NB|98.4|98.63|TURN_LANES_L|1|||
12/31/2021|54|21100790000NB|98.63|98.925|TURN_LANES_L|1|||
12/31/2021|54|21200330000EB|19.84|20.19|TURN_LANES_L|4|||
12/31/2021|54|21200330000EB|20.19|21.03|TURN_LANES_L|4|||
12/31/2021|54|21200330000EB|21.25|22.25|TURN_LANES_L|4|||
12/31/2021|54|21200330000EB|22.25|22.84|TURN_LANES_L|1|||
12/31/2021|54|23201190000NB|1.44|2.2|TURN_LANES_L|4|||
12/31/2021|54|23201190000NB|2.2|2.54|TURN_LANES_L|1|||
12/31/2021|54|23201190000NB|2.54|2.67|TURN_LANES_L|4|||
12/31/2021|54|23201190000NB|2.67|3.59|TURN_LANES_L|4|||
12/31/2021|54|23201190000NB|3.59|5.27|TURN_LANES_L|1|||
12/31/2021|54|2330010000000|20.39|22.05|TURN_LANES_L|5|||
12/31/2021|54|2330073000000|0.31|2.15|TURN_LANES_L|4|||
12/31/2021|54|25100790000NB|129.22|129.52|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|129.52|130.48|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|130.53|133.37|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|133.37|134.97|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|134.97|135.66|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|135.66|136.64|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|136.64|139.1|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|139.1|139.82|TURN_LANES_L|1|||
12/31/2021|54|25100790000NB|139.82|140.352|TURN_LANES_L|1|||
12/31/2021|54|26202500000NB|36.47|36.69|TURN_LANES_L|1|||
12/31/2021|54|26202500000NB|38.92|39.2|TURN_LANES_L|1|||
12/31/2021|54|2630002000000|17.94|18.07|TURN_LANES_L|1|||
12/31/2021|54|2630002000000|18.07|18.08|TURN_LANES_L|1|||
12/31/2021|54|2630002000300|0.0|0.32|TURN_LANES_L|1|||
12/31/2021|54|27200350000NB|17.178|17.226|TURN_LANES_L|4|||
12/31/2021|54|27200350000NB|17.226|17.28|TURN_LANES_L|1|||
12/31/2021|54|27200350000NB|17.413|17.59|TURN_LANES_L|1|||
12/31/2021|54|27200350000NB|17.85|17.98|TURN_LANES_L|1|||
12/31/2021|54|27200350000NB|17.98|18.071|TURN_LANES_L|1|||
12/31/2021|54|27200350000NB|18.071|18.097|TURN_LANES_L|1|||
12/31/2021|54|27200350000NB|18.097|18.322|TURN_LANES_L|1|||
12/31/2021|54|27200350000NB|18.35|18.46|TURN_LANES_L|1|||
12/31/2021|54|28100770000NB|8.189|8.98|TURN_LANES_L|1|||
12/31/2021|54|28100770016NB|8.98|9.19|TURN_LANES_L|1|||
12/31/2021|54|28100770016NB|9.19|9.5|TURN_LANES_L|1|||
12/31/2021|54|28100770016NB|9.5|9.79|TURN_LANES_L|1|||
12/31/2021|54|28100770016NB|9.79|11.25|TURN_LANES_L|1|||
12/31/2021|54|28100770016NB|11.44|12.16|TURN_LANES_L|1|||
12/31/2021|54|28100770016NB|12.16|13.43|TURN_LANES_L|1|||
12/31/2021|54|28100770016NB|13.74|14.006|TURN_LANES_L|1|||
12/31/2021|54|28200190000NB|5.34|6.01|TURN_LANES_L|4|||
12/31/2021|54|28200190000NB|6.01|7.44|TURN_LANES_L|5|||
12/31/2021|54|28200520000EB|14.91|15.37|TURN_LANES_L|1|||
12/31/2021|54|28204600000EB|0.029|1.06|TURN_LANES_L|4|||
12/31/2021|54|28204600000EB|1.33|2.9|TURN_LANES_L|4|||
12/31/2021|54|28204600000EB|2.9|3.09|TURN_LANES_L|4|||
12/31/2021|54|28204600000EB|4.29|5.38|TURN_LANES_L|1|||
12/31/2021|54|28204600000EB|13.48|14.72|TURN_LANES_L|4|||
12/31/2021|54|28204600000EB|14.72|15.15|TURN_LANES_L|4|||
12/31/2021|54|31100680000EB|0.0|0.32|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|1.15|2.67|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|2.67|4.13|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|4.13|4.56|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|4.56|4.96|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|4.96|5.79|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|5.79|6.18|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|6.18|6.77|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|6.77|7.2|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|7.2|7.54|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|7.54|8.89|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|8.89|9.4|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|10.28|10.32|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|10.32|10.79|TURN_LANES_L|1|||
12/31/2021|54|31100680000EB|10.79|13.149|TURN_LANES_L|1|||
12/31/2021|54|31100680004NB|0.0|0.84|TURN_LANES_L|1|||
12/31/2021|54|31100680005SB|0.65|1.14|TURN_LANES_L|1|||
12/31/2021|54|31100680006EB|0.0|0.89|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|148.29|148.47|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|148.47|148.66|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|148.66|149.05|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|149.05|149.38|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|149.38|149.68|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|149.68|150.74|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|150.74|151.07|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|151.07|152.32|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|152.32|152.501|TURN_LANES_L|1|||
12/31/2021|54|31100790000NB|152.92|156.983|TURN_LANES_L|1|||
12/31/2021|54|3130043000000|0.0|2.65|TURN_LANES_L|1|||
12/31/2021|54|3130043000000|2.65|3.582|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|0.08|0.49|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|0.49|0.85|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|0.85|1.23|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|1.44|1.92|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|1.92|2.19|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|2.43|4.7|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|4.7|5.37|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|5.37|5.93|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|5.93|6.9|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|6.9|8.07|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|8.07|10.75|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|10.75|11.06|TURN_LANES_L|1|||
12/31/2021|54|35100700000EB|11.06|11.761|TURN_LANES_L|1|||
12/31/2021|54|35104700000EB|0.0|0.98|TURN_LANES_L|1|||
12/31/2021|54|35104700000EB|0.98|2.25|TURN_LANES_L|1|||
12/31/2021|54|35104700000EB|2.25|3.94|TURN_LANES_L|1|||
12/31/2021|54|35202500000NB|0.0|0.94|TURN_LANES_L|1|||
12/31/2021|54|35202500000NB|0.94|1.9|TURN_LANES_L|1|||
12/31/2021|54|35202500000NB|1.9|2.93|TURN_LANES_L|1|||
12/31/2021|54|35202500000NB|2.93|3.26|TURN_LANES_L|1|||
12/31/2021|54|35202500005SB|0.0|0.36|TURN_LANES_L|1|||
12/31/2021|54|35202500009NB|0.0|0.68|TURN_LANES_L|4|||
12/31/2021|54|35202500010SB|0.0|0.64|TURN_LANES_L|6|||
12/31/2021|54|40100640000EB|31.77|32.57|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|32.57|33.45|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|33.45|34.45|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|34.45|36.27|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|36.27|38.54|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|38.54|38.68|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|40.46|40.568|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|40.568|41.546|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|42.79|43.77|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|43.77|44.47|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|44.47|44.78|TURN_LANES_L|1|||
12/31/2021|54|40100640000EB|44.78|45.39|TURN_LANES_L|1|||
12/31/2021|54|40200350000NB|0.29|0.65|TURN_LANES_L|1|||
12/31/2021|54|40200350000NB|1.36|1.6|TURN_LANES_L|1|||
12/31/2021|54|40200350000NB|1.64|2.06|TURN_LANES_L|1|||
12/31/2021|54|40200350000NB|2.1|2.532|TURN_LANES_L|1|||
12/31/2021|54|41100640000EB|118.92|120.1|TURN_LANES_L|1|||
12/31/2021|54|41100640000EB|120.69|122.62|TURN_LANES_L|1|||
12/31/2021|54|41100640000EB|122.71|123.18|TURN_LANES_L|1|||
12/31/2021|54|41100640000EB|123.63|124.47|TURN_LANES_L|1|||
12/31/2021|54|41100640000EB|126.65|127.58|TURN_LANES_L|1|||
12/31/2021|54|41100640007WB|0.0|0.45|TURN_LANES_L|1|||
12/31/2021|54|41100640017WB|0.0|0.47|TURN_LANES_L|1|||
12/31/2021|54|41100640017WB|0.47|0.594|TURN_LANES_L|1|||
12/31/2021|54|41100640017WB|0.594|0.82|TURN_LANES_L|1|||
12/31/2021|54|41100770004NB|0.0|0.43|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|28.97|30.804|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|35.21|35.75|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|35.75|37.82|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|40.6|41.68|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|41.68|42.31|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|42.31|43.13|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|43.13|44.54|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|44.54|45.63|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|46.89|48.05|TURN_LANES_L|1|||
12/31/2021|54|41100770016NB|48.05|48.34|TURN_LANES_L|1|||
12/31/2021|54|41200190000NB|23.31|24.09|TURN_LANES_L|4|||
12/31/2021|54|41200190023EB|0.0|0.033|TURN_LANES_L|4|||
12/31/2021|54|41200190023EB|0.033|0.034|TURN_LANES_L|1|||
12/31/2021|54|41200190023EB|0.034|1.1|TURN_LANES_L|1|||
12/31/2021|54|41200190023EB|1.1|1.36|TURN_LANES_L|1|||
12/31/2021|54|42200330000EB|4.522|7.76|TURN_LANES_L|2|||
12/31/2021|54|42200330000EB|7.76|8.05|TURN_LANES_L|3|||
12/31/2021|54|42200330000EB|8.05|9.5|TURN_LANES_L|3|||
12/31/2021|54|42200330000EB|9.5|9.74|TURN_LANES_L|5|||
12/31/2021|54|42200330000EB|10.26|10.99|TURN_LANES_L|5|||
12/31/2021|54|49200330000EB|1.22|2.51|TURN_LANES_L|4|||
12/31/2021|54|49200330000EB|2.51|4.0|TURN_LANES_L|4|||
12/31/2021|54|49200330000EB|4.0|4.35|TURN_LANES_L|5|||
12/31/2021|54|49200330000EB|5.37|7.192|TURN_LANES_L|2|||
12/31/2021|54|50100640000EB|0.0|1.25|TURN_LANES_L|1|||
12/31/2021|54|50100640000EB|1.25|1.29|TURN_LANES_L|1|||
12/31/2021|54|50100640000EB|1.29|1.66|TURN_LANES_L|1|||
12/31/2021|54|50100640000EB|1.66|2.17|TURN_LANES_L|1|||
12/31/2021|54|50100640000EB|2.17|2.75|TURN_LANES_L|1|||
12/31/2021|54|50100640000EB|2.75|4.22|TURN_LANES_L|1|||
12/31/2021|54|50100640000EB|4.22|5.29|TURN_LANES_L|1|||
12/31/2021|54|50100640000EB|5.29|5.87|TURN_LANES_L|1|||
12/31/2021|54|50200520000EB|5.8|6.51|TURN_LANES_L|5|||
12/31/2021|54|54100770000NB|168.205|168.37|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|168.37|172.29|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|172.29|173.21|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|173.21|173.94|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|173.94|176.46|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|176.46|176.76|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|176.76|177.928|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|181.674|185.34|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|185.34|185.64|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|185.64|186.72|TURN_LANES_L|1|||
12/31/2021|54|54100770000NB|186.72|187.21|TURN_LANES_L|1|||
