,RouteID,BeginPoint,EndPoint,ValueDate,Comments,ValueNumeric,StateCode,BeginDate,ValueText,DataItem
221,2540072000000,1.02,1.79,1977,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
222,2540072000000,2.07,2.67,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
223,2540072020000,0.0,0.5,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
224,2540072020000,0.5,0.72,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
225,2540072020000,0.72,1.17,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
226,2540072020000,1.17,1.71,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
227,2540072020000,1.76,1.93,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
228,2540073000000,2.45,3.55,1991,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
229,2540073730000,2.11,2.33,1989,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
230,2540073730000,2.673,3.34,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
231,2540250320000,2.05,2.49,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
232,31100790000NB,157.0,160.5,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
233,31100790000NB,160.5,160.52,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
234,31200190000NB,8.29,8.806,1986,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
235,31200190000NB,8.99,9.16,1986,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
236,31200190000NB,9.54,9.94,1986,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
237,31200190000NB,10.59,11.08,1970,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
238,31200190000NB,11.51,12.33,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
239,31200190000NB,13.74,14.19,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
240,31200190000NB,14.25,14.3,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
241,31200190000NB,14.3,14.35,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
242,31200190000NB,14.44,14.5,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
243,31200190000NB,14.5,14.8,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
244,31200190000NB,14.8,14.98,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
245,31200190000NB,15.62,16.49,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
246,31200190000NB,16.49,17.021,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
247,31201190000NB,7.81,9.82,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
248,31201190000NB,11.9,12.06,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
249,31201190000NB,13.78,13.8,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
250,31201190000NB,13.8,13.99,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
251,31201190000NB,13.99,14.1,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
252,31201190000NB,14.1,14.22,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
253,31201190000NB,14.42,14.62,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
254,31201190000NB,14.85,15.15,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
255,31201190000NB,15.72,16.0,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
256,31201190000NB,16.82,17.35,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
257,31201190000NB,17.44,18.2,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
258,31201190000NB,18.2,19.66,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
259,31201190000NB,19.66,20.0,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
260,31201190000NB,20.0,20.47,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
261,3130007000000,0.0,3.42,1962,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
262,3130007000000,4.42,4.54,1970,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
263,3130007000000,13.21,13.45,1980,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
264,3130007000000,22.54,24.0,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
265,3130007000000,25.15,25.85,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
266,3130007000000,25.85,26.01,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
267,3130007000000,26.01,27.03,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
268,3130007000000,27.03,27.265,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
269,3130007000000,33.83,34.1,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
270,3130007000000,34.71,35.76,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
271,3130007000000,35.76,36.13,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
272,3130007000000,36.13,36.55,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
273,3130007000000,36.55,38.29,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
274,3130007000000,38.29,38.65,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
275,3130100000000,0.0,0.97,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
276,3130100000000,0.97,1.34,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
277,3130100000000,1.34,1.64,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
278,3130100000000,2.54,2.9,1988,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
279,3130100000000,2.9,3.08,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
280,3140007210000,0.0,1.11,1905,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
281,3140057000000,1.21,1.33,1970,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
282,3140059020000,0.0,0.44,1971,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
283,3140061010000,0.0,0.37,1967,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
284,3140061010000,0.41,0.52,1967,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
285,3140064000000,0.0,0.38,1977,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
286,3140064030000,0.0,0.29,1988,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
287,3140065000000,0.0,0.263,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
288,3140068070000,0.25,0.75,1990,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
289,3140068070000,0.75,1.32,1990,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
290,3140068070000,1.61,2.15,1990,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
291,3140070000000,0.0,0.38,1990,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
292,3140070000000,0.387,1.47,1990,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
293,3140072000000,3.772,3.78,1967,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
294,3140073730000,0.0,0.58,1974,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
295,3140081000000,7.25,8.03,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
296,3140082000000,0.0,1.88,1968,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
297,3140857000000,0.5,1.41,1983,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
298,39100680000EB,14.66,18.1,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
299,39100680000EB,18.1,18.12,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
300,39100680000EB,18.12,18.2,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
301,39100680000EB,18.2,23.34,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
302,39100680000EB,26.75,28.64,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
303,39100680000EB,28.64,29.23,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
304,39100680000EB,29.23,31.24,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
305,39100680000EB,31.24,31.42,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
306,39100680000EB,31.42,32.06,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
307,39202190000NB,0.0,0.8,1963,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
308,39202190000NB,0.8,3.01,1963,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
309,39202190000NB,3.01,3.31,1963,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
310,39202190000NB,3.31,4.76,1963,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
311,3930072000000,18.42,20.44,1968,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
312,3940003000000,4.6,7.27,1952,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
313,02100810000NB,0.0,1.39,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
314,02100810000NB,1.39,6.27,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
315,02100810000NB,6.27,11.63,1996,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
316,02100810000NB,11.63,13.54,1996,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
317,02100810000NB,13.54,14.26,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
318,02100810000NB,14.26,15.22,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
319,02100810000NB,15.22,15.62,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
320,02100810000NB,15.62,15.95,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
321,02100810000NB,15.95,16.23,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
322,02100810000NB,16.23,17.3,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
323,02100810000NB,17.3,18.13,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
324,02100810000NB,18.13,20.37,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
325,02100810000NB,20.37,23.0,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
326,02100810000NB,23.0,23.4,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
327,02100810000NB,23.4,23.46,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
328,02100810000NB,23.46,23.5,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
329,02100810000NB,23.5,24.53,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
330,02100810000NB,24.53,25.9,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
331,02100810000NB,25.9,26.0,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
332,0230009000000,0.35,2.2,1930,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
333,0230009000000,4.9,6.17,1930,New 2021,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
334,0230009000000,6.17,6.27,1930,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
335,0230009000000,6.47,7.58,1930,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
336,0230009000000,10.12,10.37,1960,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
337,0230009000000,10.52,10.84,1930,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
338,0230009000000,10.84,11.15,1930,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
339,0230009000000,14.55,14.9,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
340,0230009000000,15.57,15.79,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
341,0230009000000,15.79,16.09,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
342,0230009000000,17.07,17.48,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
343,0230009000000,18.18,20.16,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
344,0230009000000,6.381,6.47,1930,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
345,0230009000000,7.584,9.95,1930,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
346,12200480000EB,0.0,5.82,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
347,1230093000000,9.71,13.45,1940,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
348,19203400000NB,8.56,9.13,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
349,19203400000NB,9.13,9.38,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
350,19203400000NB,9.38,9.5,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
351,19203400000NB,11.9,12.047,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
352,19203400000NB,12.88,13.26,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
353,19203400000NB,13.26,13.82,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
354,19203400000NB,14.66,14.7,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
355,19203400000NB,14.7,14.86,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
356,19203400000NB,14.86,14.9,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
357,19203400000NB,14.9,15.31,1950,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
358,19203400005SB,0.0,0.1,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
359,19203400005SB,0.1,0.17,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
360,1930009000000,0.0,1.45,2010,New 2021,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
361,1930009000000,1.45,3.94,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
362,1930009000000,4.97,6.35,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
363,1930009000000,10.91,11.418,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
364,1930009000000,14.435,14.96,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
365,1930051000000,8.66,8.78,1998,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
366,29202200000NB,12.61,13.26,1960,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
367,2930093000000,0.0,3.42,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
368,08100790000NB,36.0,39.91,2018,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
369,03201190000NB,16.97,17.83,1973,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
370,0340005000000,15.1,17.57,2011,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
371,03201190000NB,12.83,13.54,1973,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
372,03201190000NB,11.49,12.83,2013,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
373,03201190000NB,9.44,11.49,2013,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
374,0330094000000,0.0,3.01,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
375,0330003000000,8.17,11.14,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
376,03201190000NB,0.0,2.93,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
377,08100790000NB,39.91,41.43,2016,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
378,20100640000EB,45.39,47.44,2018,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
379,08100790000NB,41.43,44.6,2016,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
380,2040073000000,0.0,1.18,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
381,20100770000NB,102.66,103.69,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
382,20100770000NB,100.78,101.08,1973,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
383,20100790000NB,5.42,5.56,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
384,20100770000NB,114.59,116.05,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
385,20100640000EB,47.44,48.4,2018,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
386,20100790000NB,6.82,7.19,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
387,20100640000EB,48.4,49.75,2018,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
388,20100640000EB,51.56,52.38,2013,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
389,2730002000000,29.27,35.98,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
390,20100790000NB,5.56,6.12,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
391,20100640000EB,53.75,54.37,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
392,20200600000EB,9.19,10.9,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
393,20100770000NB,106.17,107.6,2011,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
394,20100790000NB,20.62,21.28,2014,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
395,20100640000EB,55.21,56.33,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
396,27200350000NB,17.85,17.98,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
397,2730002000000,15.93,18.05,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
398,20100640000EB,54.37,54.8,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
399,20100770000NB,99.12,100.07,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
400,27200350000NB,18.35,18.74,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
401,20100790000NB,7.19,7.476,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
402,20100790000NB,0.0,0.81,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
403,20100640000EB,56.33,57.02,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
404,27200350000NB,16.41,16.6,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
405,20200600000EB,6.2,6.92,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
406,20100790000NB,3.51,4.51,2011,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
407,20100770000NB,103.69,104.81,2011,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
408,20200600000EB,16.07,16.48,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
409,20100790000NB,19.22,20.62,2014,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
410,2730002000000,18.91,19.89,2018,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
411,20100790000NB,0.81,1.95,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
412,2040046000000,0.0,0.41,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
413,20100640000EB,57.02,57.48,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
414,20100640000EB,52.73,53.75,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
415,20100770000NB,113.47,114.59,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
416,27200350000NB,17.98,18.322,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
417,2730062000000,19.72,20.33,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
418,20100790000NB,9.97,10.64,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
419,27200350000NB,8.53,8.85,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
420,20100770000NB,116.05,116.66,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
421,20100770000NB,100.28,100.78,1973,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
422,20100770000NB,101.65,102.16,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
423,20100770000NB,100.07,100.28,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
424,2730062000000,20.55,21.94,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
425,20200600000EB,2.44,2.86,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
426,20100770000NB,116.66,117.5,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
427,27200350000NB,9.644,10.37,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
428,20100790000NB,4.51,5.42,2011,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
429,20100640000EB,50.11,51.56,2013,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
430,2730062000000,20.33,20.53,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
431,27200350000NB,17.413,17.59,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
432,20100770000NB,104.81,105.002,2011,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
433,20100790000NB,10.64,16.04,2014,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
434,27200350000NB,11.532,11.87,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
435,20100640000EB,49.75,50.11,2013,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
436,20100790000NB,1.95,2.24,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
437,20100770000NB,98.28,99.12,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
438,27200350000NB,16.64,17.28,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
439,20100640000EB,54.8,55.21,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
440,20200600000EB,23.08,23.52,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
441,20200600000EB,28.43,29.18,2015,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
442,20100790000NB,16.04,19.22,2012,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
443,20100640000EB,52.38,52.73,2013,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
444,20100790000NB,2.24,3.51,2017,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
445,20100770000NB,102.16,102.66,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
446,40100640000EB,31.77,32.57,2018,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
447,40100640000EB,36.27,38.68,2018,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
448,40200350000NB,1.64,2.06,2006,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
449,40100640000EB,41.546,41.66,2009,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
450,4040046000000,0.0,2.29,2010,,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
